Appliances,T1,T2,T3,T4,T5,T6,T9,T_out,Tdewpoint,month,Total_Temperature
50,22.39,21.4266666666667,23.26,20.7,20.0,10.19,18.1,10.4166666666667,9.383333333333328,2,19.521851851851856
50,22.39,21.463333333333296,23.2,20.7,20.0,10.19,18.1,10.3333333333333,9.46666666666667,2,19.515555555555554
50,22.323333333333295,21.39,23.2,20.6,19.9327777777778,10.19,18.1,10.25,9.55,2,19.48203703703703
50,22.29,21.39,23.26,20.6,19.89,10.19,18.1,10.1666666666667,9.633333333333328,2,19.477777777777774
40,22.29,21.39,23.2,20.5,19.89,10.19,18.1,10.0833333333333,9.71666666666667,2,19.463086419753086
40,22.29,21.29,23.2,20.5,19.89,10.2633333333333,18.1,10.0,9.8,2,19.461975308641968
40,22.23,21.3566666666667,23.2,20.5,19.89,10.2633333333333,18.1,9.91666666666667,9.61666666666667,2,19.45962962962963
50,22.2,21.29,23.2,20.39,19.89,10.2633333333333,18.1666666666667,9.83333333333333,9.43333333333333,2,19.442222222222217
50,22.2,21.29,23.2,20.39,19.8677777777778,10.16,18.2,9.75,9.25,2,19.43444444444444
40,22.1666666666667,21.23,23.2,20.39,19.878888888888895,10.0333333333333,18.2,9.66666666666667,9.06666666666667,2,19.411234567901232
50,22.1,21.2,23.2,20.39,19.8288888888889,9.86,18.2,9.58333333333333,8.88333333333333,2,19.37320987654321
50,22.1,21.26,23.2,20.29,19.8011111111111,9.8,18.2,9.5,8.699999999999998,2,19.359012345679005
40,22.1,21.2,23.2,20.29,19.79,9.66,18.2,9.46666666666667,8.65,2,19.334999999999994
50,22.1,21.2,23.2,20.29,19.79,9.6,18.2,9.43333333333333,8.599999999999998,2,19.32722222222222
40,22.1,21.2,23.2,20.29,19.79,9.56666666666667,18.2,9.4,8.55,2,19.327654320987648
40,22.1,21.1333333333333,23.2,20.2,19.79,9.5,18.2,9.36666666666667,8.5,2,19.300370370370366
40,22.033333333333296,21.1,23.2,20.2,19.79,9.463333333333328,18.2,9.33333333333333,8.449999999999998,2,19.285308641975302
50,22.0,21.1,23.2,20.2,19.79,9.39,18.2,9.3,8.4,2,19.268456790123455
50,22.0,21.1,23.15,20.2,19.79,9.39,18.2,9.33333333333333,8.3,2,19.257777777777775
50,21.9266666666667,21.033333333333296,23.1666666666667,20.1666666666667,19.79,9.33,18.2,9.36666666666667,8.199999999999998,2,19.23370370370371
50,21.89,21.0,23.1666666666667,20.1,19.765,9.39,18.23,9.4,8.099999999999998,2,19.22574074074074
40,21.89,21.0,23.2,20.1,19.735,9.3225,18.29,9.43333333333333,8.0,2,19.228981481481476
40,21.89,21.0,23.2,20.1,19.715,9.22666666666667,18.29,9.46666666666667,7.9,2,19.216975308641974
50,21.89,21.0,23.2,20.1,19.72,9.19,18.29,9.5,7.8,2,19.209999999999997
50,21.79,20.89,23.1333333333333,20.025,19.7,9.13,18.323333333333295,9.43333333333333,7.733333333333332,2,19.168518518518514
50,21.8566666666667,20.89,23.1,20.0,19.7,9.1,18.315,9.36666666666667,7.666666666666669,2,19.164074074074076
60,21.79,20.89,23.1,20.033333333333296,19.7,9.033333333333328,18.29,9.3,7.599999999999999,2,19.147407407407403
60,21.79,20.89,23.0,20.1666666666667,19.7,9.0,18.29,9.233333333333329,7.53333333333333,2,19.14740740740741
60,21.79,20.89,23.0,20.2,19.7,8.92666666666667,18.29,9.16666666666667,7.46666666666667,2,19.14111111111111
70,21.79,20.8566666666667,23.0,20.26,19.7,8.89,18.29,9.1,7.4,2,19.133209876543212
320,21.79,20.8566666666667,23.0,20.39,19.6555555555556,8.83,18.29,9.01666666666667,7.483333333333332,2,19.13358024691359
200,21.73,20.8566666666667,22.8566666666667,20.463333333333296,19.6277777777778,8.8,18.29,8.93333333333333,7.56666666666667,2,19.11271604938272
60,21.76,20.79,22.663333333333295,21.13,19.6444444444444,8.8,18.29,8.849999999999998,7.65,2,19.16061728395061
40,21.7,20.76,22.463333333333296,21.39,19.6,8.8,18.29,8.76666666666667,7.733333333333332,2,19.14679012345679
50,21.7,20.7,22.323333333333295,21.26,19.6,8.8,18.29,8.68333333333333,7.81666666666667,2,19.107037037037035
60,21.7,20.7,22.29,21.1333333333333,19.616666666666696,8.8,18.29,8.599999999999998,7.9,2,19.09111111111111
80,21.7,20.7,22.29,21.066666666666695,19.6055555555556,8.8,18.29,8.61666666666667,7.95,2,19.080246913580254
60,21.7,20.7,22.323333333333295,21.0,19.6,8.8,18.29,8.63333333333333,8.0,2,19.07141975308641
70,21.7,20.7,22.315,20.89,19.6,8.845,18.29,8.65,8.05,2,19.056543209876544
60,21.79,20.76,22.3566666666667,20.963333333333296,19.6,8.859999999999998,18.26,8.66666666666667,8.099999999999998,2,19.081666666666667
50,21.73,20.7,22.39,21.0,19.6,8.89,18.26,8.68333333333333,8.15,2,19.07333333333333
60,21.73,20.73,22.315,21.0,19.6,8.96333333333333,18.29,8.699999999999998,8.199999999999998,2,19.081913580246912
60,21.73,20.79,22.3566666666667,21.0,19.6,9.0,18.29,8.75,8.25,2,19.089382716049386
60,21.73,20.823333333333295,22.39,21.0,19.588888888888896,9.06666666666667,18.29,8.8,8.3,2,19.10123456790123
60,21.79,20.9425,22.39,21.0,19.5722222222222,9.033333333333328,18.2675,8.849999999999998,8.349999999999998,2,19.1095061728395
80,21.79,21.1666666666667,22.39,21.0,19.5166666666667,9.1,18.2,8.9,8.4,2,19.12981481481482
80,21.73,21.1666666666667,22.39,21.066666666666695,19.5277777777778,9.13,18.2,8.949999999999998,8.449999999999998,2,19.134012345679018
80,21.73,21.1,22.39,21.1,19.538888888888895,9.26333333333333,18.2,9.0,8.5,2,19.148024691358025
70,21.79,21.1,22.39,21.1,19.511111111111095,9.3,18.2,8.93333333333333,8.38333333333333,2,19.149567901234562
70,21.79,21.1666666666667,22.39,21.1,19.533333333333296,9.3,18.2,8.86666666666667,8.26666666666667,2,19.15555555555555
130,21.79,21.23,22.39,21.1,19.5055555555556,9.39,18.2,8.8,8.15,2,19.168395061728397
70,21.79,21.29,22.39,21.1333333333333,19.5,9.463333333333328,18.2,8.733333333333329,8.03333333333333,2,19.186296296296288
70,21.79,21.39,22.39,21.2,19.5,9.5,18.2,8.66666666666667,7.916666666666669,2,19.210555555555555
60,21.79,21.39,22.3566666666667,21.2,19.5,9.5,18.2,8.599999999999998,7.8,2,19.20685185185185
60,21.79,21.39,22.3566666666667,21.2,19.5,9.2,18.2,8.55,7.76666666666667,2,19.17
60,21.823333333333295,21.39,22.39,21.2,19.5,9.0,18.2,8.5,7.733333333333332,2,19.149135802469132
60,21.89,21.39,22.39,21.26,19.5,8.945,18.2,8.449999999999998,7.7,2,19.1533950617284
60,21.823333333333295,21.39,22.39,21.29,19.5,8.8,18.2,8.4,7.666666666666669,2,19.132592592592587
50,21.815,21.3566666666667,22.39,21.29,19.5,8.72666666666667,18.2,8.349999999999998,7.633333333333329,2,19.119814814814816
90,21.8566666666667,21.29,22.39,21.26,19.5,8.72666666666667,18.2,8.3,7.599999999999999,2,19.115555555555563
70,21.89,21.29,22.39,21.2,19.5,8.8,18.2,8.28333333333333,7.5833333333333295,2,19.120617283950622
50,21.89,21.29,22.39,21.1,19.5,8.83,18.2,8.26666666666667,7.56666666666667,2,19.11333333333333
50,21.89,21.29,22.4266666666667,21.033333333333296,19.5,8.83,18.2,8.25,7.55,2,19.108888888888885
50,21.89,21.29,22.4266666666667,20.945,19.5,8.689999999999998,18.2,8.233333333333329,7.53333333333333,2,19.08240740740741
40,21.89,21.2,22.463333333333296,20.8566666666667,19.5,8.689999999999998,18.2,8.21666666666667,7.51666666666667,2,19.06641975308642
70,21.89,21.2,22.463333333333296,20.79,19.5,8.689999999999998,18.2,8.199999999999998,7.5,2,19.060246913580244
180,21.79,21.2,22.39,20.79,19.5,8.689999999999998,18.2,8.08333333333333,7.26666666666667,2,19.034197530864198
50,21.79,21.2,22.39,20.73,19.5,8.66,18.23,7.96666666666667,7.03333333333333,2,19.024444444444445
60,21.79,21.2,22.39,20.7,19.463333333333296,8.599999999999998,18.29,7.849999999999999,6.8,2,19.01481481481481
150,21.79,21.2,22.323333333333295,20.7,19.408333333333296,8.359999999999998,18.39,7.733333333333332,6.56666666666667,2,18.987962962962953
130,21.79,21.2,22.29,20.6666666666667,19.4205555555556,8.22666666666667,18.463333333333296,7.616666666666669,6.3333333333333295,2,18.973024691358027
60,21.79,21.2,22.29,20.6,19.4877777777778,8.03333333333333,18.5,7.5,6.1,2,18.95567901234568
50,21.79,21.2,22.29,20.6,19.561111111111096,7.8333333333333295,18.5,7.5,6.05,2,18.938888888888894
50,21.79,21.1,22.29,20.533333333333296,19.6,7.745,18.5,7.5,6.0,2,18.911481481481477
40,21.79,21.1,22.323333333333295,20.5,19.616666666666696,7.69,18.5,7.5,5.95,2,18.901111111111106
90,21.79,21.1,22.39,20.5,19.7,7.69,18.5,7.5,5.9,2,18.917777777777776
70,21.79,21.1,22.39,20.39,19.7,7.69,18.4266666666667,7.5,5.85,2,18.89740740740741
60,21.73,21.1,22.315,20.39,19.7,7.6233333333333295,18.39,7.5,5.8,2,18.870925925925924
70,21.7,21.1,22.29,20.39,19.7,7.59,18.39,7.46666666666667,5.8333333333333295,2,18.86111111111111
70,21.7,21.0,22.29,20.39,19.7,7.59,18.39,7.43333333333333,5.86666666666667,2,18.849999999999998
60,21.7,21.0,22.23,20.29,19.7,7.59,18.39,7.4,5.9,2,18.831604938271603
70,21.7,21.0,22.2,20.29,19.7,7.59,18.39,7.366666666666669,5.93333333333333,2,18.823950617283955
60,21.6333333333333,21.0,22.2,20.29,19.7,7.6233333333333295,18.315,7.3333333333333295,5.96666666666667,2,18.805740740740738
40,21.6666666666667,21.0,22.1,20.26,19.745,7.69,18.29,7.3,6.0,2,18.804629629629634
40,21.6,21.0,22.1,20.2,19.79,7.656666666666669,18.29,7.3,5.96666666666667,2,18.789382716049385
50,21.6,21.0,22.066666666666695,20.2,19.79,7.53,18.29,7.3,5.93333333333333,2,18.772839506172843
90,21.6,21.033333333333296,22.0,20.2,19.79,7.33,18.29,7.3,5.9,2,18.744444444444444
90,21.6,21.1,22.066666666666695,20.2,19.8177777777778,7.1233333333333295,18.29,7.3,5.86666666666667,2,18.74617283950618
90,21.6,21.1,22.0,20.2,19.89,6.93333333333333,18.29,7.3,5.8333333333333295,2,18.740802469135804
100,21.6333333333333,21.1666666666667,22.1,20.23,19.945,7.0,18.29,7.3,5.8,2,18.788703703703714
100,21.7,21.2,22.1,20.3566666666667,20.0,6.9,18.26,7.26666666666667,5.56666666666667,2,18.819074074074077
90,21.7,21.26,22.1,20.39,20.0166666666667,6.9,18.26,7.233333333333332,5.3333333333333295,2,18.840740740740742
170,21.7,21.29,22.1,20.463333333333296,20.088888888888896,6.8333333333333295,18.2,7.2,5.1,2,18.862530864197524
600,21.7,21.3566666666667,22.0944444444444,20.5,20.1,6.65666666666667,18.2,7.16666666666667,4.86666666666667,2,18.866296296296294
510,21.76,21.39,22.042857142857095,20.5,20.1,6.463333333333329,18.2,7.133333333333329,4.633333333333329,2,18.857477954144613
110,21.823333333333295,21.39,22.0,20.5,20.1722222222222,6.263333333333329,18.2,7.1,4.4,2,18.85098765432098
100,21.963333333333296,21.5,22.0214285714286,20.5,20.255,6.1233333333333295,18.2,7.03333333333333,4.26666666666667,2,18.876455026455023
100,22.0,21.566666666666695,22.08,20.5,20.29,5.96666666666667,18.2,6.96666666666667,4.133333333333329,2,18.888148148148147
110,22.025,21.6333333333333,22.1,20.5,20.3344444444444,5.8333333333333295,18.2,6.9,4.0,2,18.891913580246904
190,22.1,21.7,22.1,20.9266666666667,20.8555555555556,5.763333333333329,18.2,6.8333333333333295,3.86666666666667,2,19.005185185185194
140,22.1333333333333,21.823333333333295,22.1,21.4,20.6538888888889,5.6233333333333295,18.2,6.76666666666667,3.7333333333333294,2,19.045246913580236
90,22.2,21.89,22.1,21.5,21.031111111111105,5.5,18.2,6.7,3.6,2,19.099999999999998
90,22.23,21.9266666666667,22.1,21.4175,22.9677777777778,5.5,18.2,6.65,3.5833333333333295,2,19.304166666666678
90,22.29,22.025,22.1,21.39,22.5255555555556,5.5,18.1,6.6,3.56666666666667,2,19.25907407407408
90,22.39,22.1,22.1,21.39,21.9444444444444,5.43333333333333,18.1,6.55,3.55,2,19.21580246913579
120,22.39,22.1,22.1,21.39,21.66,5.36666666666667,18.1,6.5,3.53333333333333,2,19.177407407407408
110,22.39,22.1,22.1,21.39,21.4194444444444,5.36666666666667,18.1,6.45,3.5166666666666706,2,19.160864197530866
120,22.39,22.1,22.0714285714286,21.323333333333295,21.276111111111096,5.36666666666667,18.1,6.4,3.5,2,19.144417989417985
110,22.39,22.033333333333296,22.075,21.3566666666667,21.093888888888895,5.1925,18.1,6.26666666666667,3.5,2,19.111388888888886
100,22.39,22.0,22.0,21.3566666666667,20.8744444444444,5.15666666666667,18.1,6.133333333333329,3.5,2,19.075370370370376
90,22.39,21.9266666666667,22.0,21.3566666666667,20.735,5.0,18.1,6.0,3.5,2,19.045493827160502
90,22.39,21.89,22.0,21.29,20.6722222222222,4.93333333333333,18.066666666666695,5.86666666666667,3.5,2,19.01345679012346
80,22.3566666666667,21.89,21.9764285714286,21.39,20.6,4.9,18.0,5.73333333333333,3.5,2,18.996640211640223
100,22.29,21.79,21.89,21.39,20.5722222222222,4.9,18.0,5.6,3.5,2,18.96728395061728
90,22.29,21.79,21.89,21.323333333333295,20.4938888888889,4.763333333333329,18.0,5.65,3.53333333333333,2,18.93104938271605
80,22.29,21.7,21.873333333333296,21.39,20.4022222222222,4.69,18.033333333333296,5.7,3.56666666666667,2,18.912592592592578
100,22.26,21.7,21.8328571428571,21.323333333333295,20.351111111111095,4.6233333333333295,18.033333333333296,5.75,3.6,2,18.889206349206336
100,22.2,21.6666666666667,21.823333333333295,21.39,20.275,4.69,18.0,5.8,3.6333333333333298,2,18.88962962962963
70,22.15,21.6,21.79,21.39,20.23,4.69,18.0,5.85,3.6666666666666705,2,18.883950617283954
40,22.1,21.566666666666695,21.77,21.39,20.2,4.763333333333329,18.0,5.9,3.7,2,18.890246913580246
30,22.1,21.5,21.745,21.39,20.1611111111111,4.763333333333329,18.075,5.81666666666667,3.5833333333333295,2,18.882839506172832
50,22.0,21.5,21.6857142857143,21.39,20.1,4.6233333333333295,18.1,5.73333333333333,3.4666666666666694,2,18.84989417989418
60,22.0,21.4266666666667,21.645454545454495,21.463333333333296,20.0944444444444,4.69,18.066666666666695,5.65,3.35,2,18.837396184062843
70,21.963333333333296,21.39,21.60625,21.4266666666667,20.011111111111095,4.69,18.066666666666695,5.56666666666667,3.2333333333333294,2,18.812793209876542
70,21.89,21.3566666666667,21.6,21.4266666666667,20.0,4.59,18.1,5.48333333333333,3.11666666666667,2,18.781728395061734
60,21.8566666666667,21.29,21.6277777777778,21.5,20.0,4.46666666666667,18.1,5.4,3.0,2,18.76444444444445
50,21.79,21.23,21.6888888888889,21.5,20.0,4.46666666666667,18.1,5.3333333333333295,2.86666666666667,2,18.761481481481482
60,21.79,21.23,21.6888888888889,21.5,20.0,4.36666666666667,18.033333333333296,5.26666666666667,2.7333333333333294,2,18.737283950617286
50,21.73,21.1666666666667,21.616666666666696,21.5,19.9327777777778,4.3,18.1,5.2,2.6,2,18.699753086419765
60,21.7,21.1,21.6,21.5,19.89,4.22666666666667,18.1,5.133333333333329,2.4666666666666694,2,18.67234567901234
80,21.6333333333333,21.1,21.6,21.5,19.89,4.22666666666667,18.1,5.06666666666667,2.3333333333333295,2,18.6562962962963
70,21.6,21.1,21.6,21.5,19.89,4.15666666666667,18.1,5.0,2.2,2,18.649753086419764
70,21.6,21.0,21.6,21.5,19.84,4.09,18.1,4.883333333333329,2.15,2,18.620123456790125
60,21.6,21.0,21.6333333333333,21.463333333333296,19.8011111111111,3.9,18.1,4.76666666666667,2.1,2,18.59123456790122
70,21.533333333333296,21.0,21.6333333333333,21.39,19.79,3.9,18.1,4.65,2.05,2,18.574444444444435
50,21.5,20.9266666666667,21.6666666666667,21.3566666666667,19.79,3.76,18.1,4.53333333333333,2.0,2,18.53833333333334
70,21.5,20.89,21.6,21.29,19.79,3.7,18.1,4.41666666666667,1.95,2,18.507777777777775
60,21.5,20.89,21.6,21.2,19.79,3.59,18.1,4.3,1.9,2,18.477530864197533
60,21.4266666666667,20.89,21.6,21.1333333333333,19.775,3.59,18.1,4.3333333333333295,2.05,2,18.459691358024692
70,21.4266666666667,20.823333333333295,21.6,21.1,19.72,3.59,18.1,4.36666666666667,2.2,2,18.44
60,21.39,20.79,21.7,21.1,19.7,3.53,18.1,4.4,2.35,2,18.430740740740745
80,21.39,20.79,21.76,21.0,19.7,3.4,18.1,4.43333333333333,2.5,2,18.408765432098768
60,21.39,20.7,21.79,21.0,19.7,3.43333333333333,18.1,4.46666666666667,2.65,2,18.40148148148148
50,21.323333333333295,20.7,21.8566666666667,20.9266666666667,19.6666666666667,3.5,18.1,4.5,2.8,2,18.397037037037045
40,21.29,20.7,21.89,20.89,19.6277777777778,3.7666666666666706,18.1,4.5,2.81666666666667,2,18.418271604938276
40,21.29,20.7,21.89,20.89,19.6,3.9,18.1,4.5,2.8333333333333295,2,18.43
40,21.29,20.7,21.8566666666667,20.89,19.6222222222222,3.9666666666666694,18.1,4.5,2.85,2,18.43617283950617
60,21.29,20.6,21.79,20.823333333333295,19.6,3.9,18.1,4.5,2.86666666666667,2,18.39901234567901
60,21.2,20.6,21.79,20.79,19.6,3.79,18.1,4.5,2.88333333333333,2,18.36969135802469
70,21.2,20.6,21.79,20.79,19.6,3.73,18.1,4.5,2.9,2,18.362345679012343
60,21.1666666666667,20.6,21.89,20.7,19.5777777777778,3.6633333333333296,18.1,4.55,2.9666666666666694,2,18.348518518518524
60,21.1666666666667,20.5,21.89,20.7,19.55,3.6633333333333296,18.1,4.6,3.03333333333333,2,18.32888888888889
50,21.1666666666667,20.5,21.89,20.7,19.5222222222222,3.79,18.1,4.65,3.1,2,18.33987654320988
60,21.1,20.5,21.963333333333296,20.6333333333333,19.5,3.8633333333333297,18.2,4.7,3.16666666666667,2,18.34999999999999
60,21.1,20.5,21.9266666666667,20.6,19.5,3.82666666666667,18.2,4.75,3.2333333333333294,2,18.33814814814815
50,21.1,20.5,21.9266666666667,20.6,19.5,3.9,18.2,4.8,3.3,2,18.3462962962963
60,21.0,20.4266666666667,22.0,20.566666666666695,19.4877777777778,3.9333333333333296,18.2,4.75,3.2166666666666694,2,18.333827160493836
70,21.0,20.39,21.9266666666667,20.5,19.4755555555556,4.045,18.2,4.7,3.13333333333333,2,18.325246913580255
60,21.0,20.39,22.0,20.5,19.3961111111111,4.0,18.2,4.65,3.05,2,18.31771604938271
60,21.0,20.3566666666667,22.0,20.5,19.39,3.8333333333333295,18.2,4.6,2.9666666666666694,2,18.292345679012346
50,21.0,20.29,22.0,20.5,19.4144444444444,3.6266666666666705,18.2,4.55,2.88333333333333,2,18.26098765432098
50,20.963333333333296,20.323333333333295,22.1,20.5,19.39,3.6566666666666694,18.2,4.5,2.8,2,18.26925925925925
60,20.89,20.315,22.033333333333296,20.4266666666667,19.39,3.93,18.2,4.5,2.85,2,18.272283950617286
50,20.89,20.29,22.0,20.39,19.39,4.22666666666667,18.2,4.5,2.9,2,18.296296296296294
60,20.89,20.26,22.0,20.39,19.3622222222222,4.36666666666667,18.2,4.5,2.95,2,18.28962962962963
60,20.89,20.2,22.0,20.39,19.373333333333296,4.53,18.2,4.5,3.0,2,18.3020987654321
60,20.823333333333295,20.2,22.0,20.323333333333295,19.34,4.53,18.2,4.5,3.05,2,18.28722222222221
60,20.79,20.2,22.0,20.39,19.323333333333295,4.5,18.2,4.5,3.1,2,18.281790123456787
60,20.79,20.2,22.0,20.323333333333295,19.29,4.5,18.23,4.41666666666667,3.05,2,18.274691358024686
60,20.79,20.2,22.0,20.29,19.29,4.5,18.29,4.3333333333333295,3.0,2,18.27493827160493
60,20.79,20.2,22.0,20.29,19.29,4.5,18.29,4.25,2.95,2,18.270864197530862
60,20.79,20.2,22.0,20.39,19.29,4.36666666666667,18.29,4.16666666666667,2.9,2,18.257407407407406
100,20.79,20.1,21.9266666666667,20.39,19.29,4.3,18.29,4.0833333333333295,2.85,2,18.23012345679012
70,20.79,20.1,21.84,20.4266666666667,19.29,4.263333333333329,18.29,4.0,2.8,2,18.213703703703704
70,20.79,20.1,21.79,20.4266666666667,19.27,4.245,18.29,3.9833333333333294,2.68333333333333,2,18.199567901234566
90,20.79,20.1,21.745,20.39,19.255,4.1233333333333295,18.29,3.9666666666666694,2.56666666666667,2,18.16179012345679
190,20.79,20.1,21.68,20.39,19.21,3.9666666666666694,18.29,3.95,2.45,2,18.12358024691359
310,20.79,20.1,21.6,20.4266666666667,19.2,3.82666666666667,18.2,3.9333333333333296,2.3333333333333295,2,18.08962962962963
230,20.79,20.2,21.6,20.5,19.2,3.6633333333333296,18.2,3.9166666666666705,2.2166666666666694,2,18.085185185185182
170,20.8566666666667,20.2,21.6,20.645,19.2,3.53,18.2,3.9,2.1,2,18.090185185185188
320,21.0,20.323333333333295,21.6,21.1966666666667,19.1777777777778,3.4,18.26,3.9666666666666694,2.0166666666666706,2,18.17030864197531
300,21.066666666666695,20.5225,21.6055555555556,21.5966666666667,19.1777777777778,3.4,18.29,4.03333333333333,1.93333333333333,2,18.241574074074087
90,21.1333333333333,20.76,21.616666666666696,22.233333333333295,19.1777777777778,3.32666666666667,18.29,4.1,1.85,2,18.33697530864197
90,21.26,20.86,21.6,22.6333333333333,19.1722222222222,3.4,18.29,4.16666666666667,1.76666666666667,2,18.411728395061722
90,21.323333333333295,21.066666666666695,21.6222222222222,22.6666666666667,19.1,3.43333333333333,18.29,4.23333333333333,1.68333333333333,2,18.44358024691358
120,21.39,21.2633333333333,21.6055555555556,22.6,19.116666666666696,3.6333333333333298,18.29,4.3,1.6,2,18.48765432098766
360,21.533333333333296,21.39,21.6888888888889,22.5,19.1444444444444,3.73,18.29,4.46666666666667,1.5,2,18.533950617283942
220,21.6,21.4266666666667,21.7,22.5,19.15,3.93,18.39,4.633333333333329,1.4,2,18.582469135802473
220,21.73,21.5,21.7,22.39,19.1,4.03,18.39,4.8,1.3,2,18.600864197530868
410,21.79,21.6333333333333,21.755,22.39,19.1,4.15666666666667,18.39,4.96666666666667,1.2,2,18.644999999999996
190,21.89,21.76,21.79,22.39,19.1,4.43333333333333,18.463333333333296,5.133333333333329,1.1,2,18.71364197530864
80,21.963333333333296,21.79,21.79,22.39,19.1,4.5925,18.5,5.3,1.0,2,18.75163580246913
70,22.033333333333296,21.79,21.79,22.39,19.1,4.763333333333329,18.5,5.4,0.85,2,18.785185185185178
70,22.1,21.79,21.7955555555556,22.463333333333296,19.1,4.963333333333329,18.5,5.5,0.7,2,18.829135802469136
350,22.1,21.73,21.878888888888895,22.463333333333296,19.1,5.15666666666667,18.5,5.6,0.55,2,18.86117283950617
340,22.1666666666667,21.7,21.8844444444444,22.39,19.1,5.3333333333333295,18.5,5.7,0.4,2,18.892716049382713
340,22.2,21.7,21.823333333333295,22.3566666666667,19.1,5.46666666666667,18.533333333333296,5.8,0.25,2,18.91055555555555
340,22.2,21.7,21.79,22.29,19.1,5.72666666666667,18.6,5.9,0.1,2,18.941851851851847
220,22.2,21.6333333333333,21.79,22.29,19.1,5.93333333333333,18.6,6.01666666666667,0.116666666666667,2,18.961049382716045
70,22.29,21.6666666666667,21.851111111111095,22.2225,19.1,6.22666666666667,18.6,6.133333333333329,0.133333333333333,2,19.02706790123456
90,22.29,21.6,21.9327777777778,22.2,19.1,6.3,18.6,6.25,0.15,2,19.061358024691366
80,22.533333333333296,21.65,21.9877777777778,22.1,19.1,6.4,18.6,6.36666666666667,0.166666666666667,2,19.12524691358024
70,22.533333333333296,21.6,21.9877777777778,22.1,19.1,6.46666666666667,18.6,6.48333333333333,0.18333333333333296,2,19.13271604938272
70,22.5,21.533333333333296,21.963333333333296,22.0,19.1,6.53,18.6,6.6,0.2,2,19.120370370370363
70,22.566666666666695,21.566666666666695,21.9572222222222,21.9266666666667,19.1,6.59,18.6,6.51666666666667,0.166666666666667,2,19.12870370370371
120,22.6,21.5,21.9694444444444,21.8566666666667,19.1,6.72666666666667,18.6,6.43333333333333,0.133333333333333,2,19.13191358024691
90,22.6,21.5,21.9816666666667,21.79,19.1,6.8,18.6666666666667,6.35,0.1,2,19.13691358024692
100,22.6,21.5,21.9877777777778,21.79,19.066666666666695,6.763333333333329,18.6,6.26666666666667,0.0666666666666667,2,19.124938271604947
100,22.6,21.39,21.9069230769231,21.73,19.0777777777778,6.69,18.6,6.18333333333333,0.0333333333333333,2,19.097497625830968
240,22.6,21.323333333333295,21.89,21.7,19.0555555555556,6.6233333333333295,18.6,6.1,0.0,2,19.08086419753087
420,22.533333333333296,21.2,21.89,21.7,19.0444444444444,5.093333333333329,18.6,5.9,0.48333333333333295,2,18.895370370370372
200,22.5,21.2,21.89,21.7,19.05,5.093333333333329,18.6,5.7,0.966666666666667,2,18.90185185185185
120,22.5,21.2,21.9725,21.7,19.0166666666667,5.33,18.6,5.5,1.45,2,18.937314814814812
120,22.39,21.1333333333333,21.945,21.7,19.0444444444444,5.263333333333329,18.6,5.3,1.93333333333333,2,18.91524691358024
120,22.39,21.1,21.9755555555556,21.76,19.033333333333296,5.4,18.6,5.1,2.41666666666667,2,18.9570987654321
220,22.39,21.1,22.0,21.79,19.0166666666667,5.4,18.6,4.9,2.9,2,18.970123456790134
160,22.39,21.1,21.94,21.79,19.0,5.263333333333329,18.6,4.93333333333333,2.7333333333333294,2,18.94086419753087
130,22.323333333333295,21.033333333333296,21.9205555555556,21.76,19.0,5.19,18.6,4.96666666666667,2.56666666666667,2,18.91302469135802
110,22.29,21.0,21.88375,21.7,19.0222222222222,5.3333333333333295,18.6,5.0,2.4,2,18.912577160493825
90,22.23,21.0,21.8042857142857,21.6,19.0,5.46666666666667,18.6,5.03333333333333,2.2333333333333294,2,18.91121693121693
100,22.2,21.0,21.775,21.566666666666695,19.0,5.5,18.6666666666667,5.06666666666667,2.06666666666667,2,18.911604938271605
180,22.1333333333333,20.9725,21.7,21.5,19.0,5.56,18.6,5.1,1.9,2,18.883981481481477
510,22.1,20.963333333333296,21.7,21.5,19.0,5.763333333333329,18.6,5.133333333333329,1.93333333333333,2,18.908641975308637
350,22.1,20.89,21.795,21.5,19.0,5.763333333333329,18.6,5.16666666666667,1.9666666666666697,2,18.91814814814815
310,22.0,20.823333333333295,22.1355555555556,21.5,19.0,5.9,18.6666666666667,5.2,2.0,2,18.967283950617286
300,22.0,20.79,22.5005555555556,21.4266666666667,19.0,5.9,18.6,5.23333333333333,2.03333333333333,2,18.98858024691359
270,22.0,20.79,22.86,21.463333333333296,19.0,5.9,18.6,5.26666666666667,2.06666666666667,2,19.031358024691354
270,21.9266666666667,20.7,23.116666666666696,21.39,19.0,5.86666666666667,18.6,5.3,2.1,2,19.024320987654328
250,21.89,20.7,23.2861111111111,21.4266666666667,19.0,5.8,18.6,5.31666666666667,2.1,2,19.02697530864198
230,21.89,20.7,23.373333333333296,21.5,18.963333333333296,5.763333333333329,18.5,5.3333333333333295,2.1,2,19.02999999999999
120,21.79,20.7,23.3961111111111,21.5,18.9572222222222,5.6233333333333295,18.5,5.35,2.1,2,19.007654320987648
190,21.79,20.7,23.408333333333296,21.5,18.9022222222222,5.65666666666667,18.5,5.36666666666667,2.1,2,19.006913580246906
170,21.79,20.7,23.323888888888895,21.5,18.9144444444444,5.59,18.5,5.383333333333329,2.1,2,18.9966049382716
120,21.8566666666667,20.79,23.1822222222222,21.5,18.89,5.59,18.5,5.4,2.1,2,19.002222222222223
